id,graph_category,qwen_score,pixtral_score,idefics_score,summary_score,rag_solution_score
000403,statistical,0.695435,0.6215027,0.706971,0.6778282,0.7076473
000404,statistical,0.7120808,0.6172151,0.63854516,0.70266515,0.68527085
000405,statistical,0.65233785,0.65807706,0.7008302,0.641695,0.72093076
000406,statistical,0.72071475,0.68476474,0.7014877,0.7200649,0.72436315
000407,statistical,0.71718395,0.6910802,0.76028955,0.6869462,0.7149831
000408,statistical,0.648388,0.6534113,0.6771937,0.605076,0.71485585
000409,statistical,0.6876345,0.68455034,0.6631655,0.6843442,0.7058144
000410,statistical,0.7082134,0.6890805,0.7102975,0.64904046,0.71409124
000411,statistical,0.72000235,0.6777339,0.71330094,0.6899265,0.73773783
000412,statistical,0.7076257,0.6820818,0.6874707,0.6511483,0.648838
000413,statistical,0.6763361,0.69533813,0.74140865,0.7147318,0.73318195
000414,statistical,0.6704634,0.6863809,0.7182088,0.69445944,0.6831846
000415,statistical,0.72363657,0.70656186,0.6298786,0.5828982,0.74084693
000416,statistical,0.68373543,0.67898154,0.6830606,0.6802249,0.71080303
000417,statistical,0.6501717,0.6352051,0.6614124,0.62818027,0.6819818
000418,statistical,0.6859055,0.6790018,0.71918195,0.6922377,0.7124413
000419,statistical,0.7064788,0.6921986,0.70139253,0.70358604,0.70719504
000420,statistical,0.68157685,0.6331268,0.69356936,0.66250634,0.628827
000421,statistical,0.7243291,0.6689816,0.71056014,0.7091544,0.7246701
000422,statistical,0.7015388,0.6055294,0.67695916,0.6839009,0.65688825
000423,statistical,0.71258897,0.6639363,0.7160305,0.69857955,0.72224414
000424,statistical,0.6735111,0.6327294,0.67470974,0.64011866,0.6338988
000425,statistical,0.67907023,0.6821871,0.7772541,0.7139877,0.7332167
000426,statistical,0.6688781,0.6680551,0.6977839,0.69291633,0.67764884
000427,statistical,0.70389664,0.70281297,0.73074555,0.6930701,0.74352735
000428,statistical,0.6960732,0.6826215,0.7562972,0.74275225,0.73182344
000429,statistical,0.70171803,0.67565227,0.6726312,0.6410084,0.71035236
000430,statistical,0.71036804,0.67993104,0.68906283,0.66866744,0.6970024
000431,statistical,0.6926665,0.71511525,0.734317,0.7102897,0.6947216
000432,statistical,0.69710416,0.68884265,0.6856981,0.70899844,0.6934066
000433,statistical,0.68554854,0.6952653,0.7323024,0.6851947,0.7106622
000434,statistical,0.7189619,0.65306324,0.6915199,0.6758759,0.7502382
000435,statistical,0.6884278,0.7130347,0.7485483,0.7031622,0.6802367
000436,statistical,0.6840563,0.68627626,0.717301,0.6879554,0.7390938
000437,statistical,0.6886193,0.69567883,0.7588129,0.72993106,0.7232831
000438,statistical,0.66483784,0.622351,0.7089056,0.714924,0.63876766
000439,statistical,0.6853642,0.67156774,0.74474865,0.70459634,0.71252584
000440,statistical,0.6625824,0.6771243,0.68218493,0.6521334,0.59407854
000441,statistical,0.6916104,0.6880973,0.7305745,0.70550764,0.73068595
000442,statistical,0.6741785,0.64630735,0.7030361,0.602131,0.6439757
000443,statistical,0.6888114,0.6962318,0.7135577,0.70769215,0.72657865
000444,statistical,0.7075378,0.6307474,0.6443488,0.6377344,0.60456425
000445,statistical,0.6880054,0.7266622,0.7607084,0.73327994,0.6922361
000446,statistical,0.6751615,0.67625475,0.66458666,0.65550035,0.58142877
000447,statistical,0.61380255,0.66539323,0.69920313,0.6454032,0.7092733
000448,statistical,0.6577466,0.7454621,0.697745,0.6528078,0.7173535
000449,statistical,0.62902087,0.64198905,0.6812622,0.6139316,0.6917727
000450,statistical,0.6796249,0.68101245,0.73077047,0.72077674,0.7176307
000451,statistical,0.71414167,0.7146578,0.766606,0.69354165,0.7374108
000452,statistical,0.71142185,0.7411488,0.75611675,0.7178806,0.73503494
000453,statistical,0.69705385,0.6703129,0.731293,0.65164,0.6498784
000454,statistical,0.65220183,0.66325235,0.6569295,0.6710717,0.64576125
000455,statistical,0.6542096,0.6980263,0.73663616,0.701546,0.6478655
000456,statistical,0.6664452,0.6688943,0.66052645,0.6416409,0.7059974
000457,statistical,0.694618,0.6699619,0.6918641,0.680032,0.6780532
000458,statistical,0.6823286,0.63155717,0.7100095,0.67259735,0.6918939
000459,statistical,0.6675933,0.6412442,0.6632745,0.6468695,0.6403686
000460,statistical,0.692365,0.67398167,0.68104416,0.69273263,0.6839339
000461,statistical,0.70685315,0.69428706,0.7417727,0.7115077,0.7009142
000462,statistical,0.70805615,0.69869506,0.70874894,0.66171694,0.71432805
000463,statistical,0.67467475,0.6794227,0.734238,0.7116223,0.7135506
000464,statistical,0.7021564,0.70238113,0.664373,0.6760086,0.657147
000465,statistical,0.722071,0.6725036,0.7186844,0.681136,0.7026834
000466,statistical,0.6531998,0.66841567,0.7282112,0.6337841,0.68931884
000467,statistical,0.67220366,0.615318,0.67015445,0.6444714,0.695461
000468,statistical,0.6852332,0.6758347,0.7344336,0.663221,0.698358
000469,statistical,0.71356803,0.71769613,0.73852676,0.7207619,0.71011907
000470,statistical,0.71323013,0.5840176,0.6619782,0.69121486,0.6726009
000471,statistical,0.69254065,0.70337677,0.73283577,0.7043025,0.7132546
000472,statistical,0.6784157,0.65814084,0.6598939,0.6680618,0.67645663
000473,statistical,0.6830411,0.66150606,0.7100254,0.6727024,0.6888574
000474,statistical,0.6988337,0.65237427,0.71181774,0.65634453,0.7177879
000475,statistical,0.68408185,0.7087269,0.7053848,0.62568337,0.7390644
000476,statistical,0.6965308,0.72157884,0.7027987,0.6901539,0.71673524
000477,statistical,0.7099436,0.69108325,0.75341976,0.68584466,0.72166
000478,statistical,0.68679565,0.65710634,0.6553207,0.64958775,0.6399315
000479,statistical,0.6707939,0.63930917,0.69361913,0.6701489,0.70857996
000480,statistical,0.69491357,0.6551455,0.7204942,0.63704544,0.69031346
000481,statistical,0.6781281,0.69376874,0.7006034,0.67728573,0.70465565
000482,statistical,0.70771533,0.665189,0.69094056,0.66400063,0.6917833
000483,statistical,0.68868023,0.69419944,0.6251588,0.6416948,0.70925385
000484,statistical,0.6975057,0.68914723,0.6575651,0.6920718,0.69005525
000485,statistical,0.70794725,0.6491355,0.644656,0.67938584,0.69038355
000486,statistical,0.6902859,0.7001691,0.66701674,0.691594,0.6877412
000487,statistical,0.6919071,0.6329139,0.6315904,0.6484452,0.6675903
000488,statistical,0.68472946,0.6598135,0.6514859,0.67335844,0.7012025
000489,statistical,0.6900319,0.66065496,0.6201341,0.6525773,0.6817532
000490,statistical,0.70519596,0.6727094,0.6456433,0.65337026,0.6784235
000491,statistical,0.7033453,0.69443005,0.6162999,0.676177,0.7045431
000492,statistical,0.7204403,0.6270537,0.6309075,0.71153253,0.67996657
000493,statistical,0.71663666,0.64826316,0.64956003,0.69920254,0.69695276
000494,statistical,0.6931004,0.6752202,0.6505447,0.6809383,0.6959099
000495,statistical,0.69678867,0.665742,0.6701813,0.6624489,0.7038757
000496,statistical,0.68074197,0.6464913,0.6676354,0.7010477,0.7002159
000497,statistical,0.6941647,0.6935222,0.6495676,0.6995971,0.68544894
000498,statistical,0.6967557,0.684567,0.6635124,0.6721178,0.68212426
000499,statistical,0.6831444,0.64291525,0.6347498,0.6587524,0.6922637
000500,statistical,0.69832945,0.6703357,0.6469483,0.6543025,0.6792178
000501,statistical,0.68277735,0.64680123,0.63338894,0.67202884,0.7033933
000502,statistical,0.6800209,0.64863366,0.66286564,0.65242434,0.676541
000503,statistical,0.7009369,0.7031944,0.6688089,0.6904711,0.66740626
000504,XAI,0.7614547,0.70919555,0.72847545,0.6993002,0.7671896
000505,XAI,0.7334549,0.74122,0.7606986,0.7047906,0.7357701
000506,XAI,0.72791755,0.7037717,0.68054014,0.6742063,0.6890363
000507,XAI,0.7802408,0.7249216,0.75164866,0.7210399,0.7075954
000508,XAI,0.6775589,0.71404046,0.67339104,0.6119513,0.6544886
000509,XAI,0.66811764,0.6854886,0.7080762,0.6187517,0.69791067
000510,XAI,0.76146066,0.7184116,0.73853874,0.7202959,0.71782166
000511,XAI,0.7414637,0.71246517,0.71768856,0.6455995,0.72778654
000512,XAI,0.66159004,0.7094757,0.7036222,0.6043416,0.67985046
000513,XAI,0.7102253,0.6902025,0.6707531,0.6272466,0.6768023
000514,XAI,0.76932687,0.76157886,0.7149031,0.7397245,0.74459755
000515,XAI,0.7251689,0.72426033,0.6985544,0.6948643,0.68171453
000516,XAI,0.7557857,0.716891,0.71924984,0.71303177,0.7280863
000517,XAI,0.71827626,0.66610426,0.6853099,0.68164074,0.7167787
000518,XAI,0.71003217,0.69844013,0.75646496,0.74205846,0.69146436
000519,XAI,0.7524179,0.7469851,0.71079916,0.6862059,0.75700206
000520,XAI,0.68673974,0.74529135,0.71036077,0.71232456,0.73849726
000521,XAI,0.699621,0.6852549,0.7065219,0.6778332,0.68925256
000522,XAI,0.76833403,0.725097,0.71484005,0.74032307,0.76645124
000523,XAI,0.772644,0.6982302,0.6966297,0.7385449,0.7463742
000524,XAI,0.7490512,0.7074511,0.6872214,0.7060618,0.7028107
000525,XAI,0.7755924,0.7288814,0.7369443,0.73044586,0.76710254
000526,XAI,0.7247411,0.72206604,0.7378343,0.7220945,0.7541894
000527,XAI,0.65658206,0.65314037,0.6306109,0.6499716,0.6432961
000528,XAI,0.71588993,0.68437326,0.6714339,0.67924124,0.7110002
000529,XAI,0.72807986,0.7091079,0.69172615,0.72329676,0.72814757
000530,XAI,0.72962236,0.72334397,0.68137693,0.699655,0.7301433
000531,XAI,0.70594627,0.6186512,0.66918963,0.62072986,0.67179996
000532,XAI,0.7347475,0.70567477,0.6708027,0.72527707,0.73145527
000533,XAI,0.6986483,0.6639003,0.6478364,0.68688387,0.6715345
000534,XAI,0.71517676,0.68835086,0.6520978,0.67318743,0.68645704
000535,XAI,0.7734932,0.66591495,0.73846436,0.7171346,0.7191049
000536,XAI,0.7344762,0.6991942,0.7066899,0.6488712,0.6462769
000537,XAI,0.7888446,0.7431694,0.74487066,0.71946216,0.7406059
000538,XAI,0.68073565,0.66699415,0.7136384,0.65912634,0.69812626
000539,XAI,0.74474275,0.76419574,0.717507,0.7315059,0.7231705
000540,XAI,0.7254698,0.742125,0.6907957,0.7281279,0.73374593
000541,XAI,0.7526946,0.7339899,0.70472056,0.75327706,0.69801354
000542,XAI,0.7698752,0.7096005,0.67937803,0.6553754,0.69986945
000543,XAI,0.76207614,0.7255565,0.70865035,0.6747129,0.7291848
000544,XAI,0.73558,0.648253,0.67246777,0.64259344,0.7402359
000545,XAI,0.71766424,0.6988094,0.654899,0.6931875,0.706329
000546,XAI,0.69660544,0.7141642,0.761667,0.69167846,0.6948277
000547,XAI,0.7195665,0.7125434,0.70478195,0.6868006,0.6869254
000548,XAI,0.69886476,0.6684857,0.67901844,0.6698793,0.6986004
000549,XAI,0.72441345,0.7357028,0.7409209,0.71919984,0.77137315
000550,XAI,0.7413243,0.6912999,0.7406677,0.69492704,0.70331883
000551,XAI,0.74820817,0.73099786,0.69634783,0.73400587,0.7489597
000552,XAI,0.6811104,0.6897427,0.61663747,0.677432,0.67748106
000553,XAI,0.74727744,0.7455425,0.723107,0.6773456,0.7176171
